id,Observation1,Observation2,Observation3,Observation4,Observation5,Observation6,Observation7,Observation8
Feature09539,3,11,8,6,45,20,47,44
Feature09540,6,12,11,10,32,23,44,32
Feature09541,0,0,0,0,0,0,0,0
Feature09542,1,0,0,4,9,3,5,6
Feature09543,4017,3256,2677,2649,14486,14889,14237,17535
Feature09544,29,19,20,14,46,27,144,57
Feature09545,7,3,28,48,24,23,140,176
Feature09546,0,0,0,0,0,0,1,0
Feature09547,189,160,138,182,652,619,776,838
Feature09548,224,233,500,488,751,697,3233,2468
Feature09549,33,41,62,69,96,108,307,250
Feature09550,372,273,331,330,1112,1072,1628,1779
Feature09551,78,53,15,6,174,205,97,87
Feature09552,14,7,2,3,32,35,9,22
Feature09553,3368,2742,1583,1503,12680,13187,8986,10506
Feature09554,54,57,26,27,231,227,232,205
Feature09555,7,7,24,18,33,14,129,102
Feature09556,0,0,0,0,0,0,0,0
Feature09557,467,407,557,529,1440,1546,2769,2658
Feature09558,73,62,49,36,188,261,222,194
Feature09559,1107,1123,1063,1104,3093,3543,4529,4224
Feature09560,333,241,218,215,1509,1312,1541,1597
Feature09561,0,0,0,0,0,0,0,0
Feature09562,197,151,275,316,1028,780,2364,2009
Feature09563,18,24,15,10,68,53,82,99
Feature09564,0,0,0,0,0,0,3,1
Feature09565,155,162,182,193,525,454,976,782
Feature09566,92,80,106,97,229,232,406,351
Feature09567,19,7,42,47,83,62,284,354
Feature09568,1294,1110,1088,1290,4074,4077,5017,5200
Feature09569,0,0,0,0,0,0,3,2
Feature09570,4352,4748,8518,8736,15736,11523,25837,22852
Feature09571,420,296,587,648,1381,1377,2832,2702
Feature09572,38,37,20,26,147,97,108,109
Feature09573,0,0,1,2,2,0,11,2
Feature09574,117,109,88,87,500,567,540,574
Feature09575,0,0,0,0,0,0,0,0
Feature09576,43,21,54,81,155,165,537,530
Feature09577,83,71,100,109,362,318,676,565
Feature09578,2,2,5,7,18,13,36,29
Feature09579,42,25,34,30,103,117,137,156
Feature09580,91,91,108,118,317,321,445,441
Feature09581,5,4,3,2,9,6,15,13
Feature09582,931,792,1140,1278,3117,2644,6081,5243
Feature09583,0,1,5,2,3,5,11,18
Feature09584,1430,1072,301,283,6073,5706,2495,3071
Feature09585,3,3,1,0,4,6,11,5
Feature09586,0,0,0,0,0,0,0,0
Feature09587,0,0,0,0,0,0,0,0
Feature09588,309,300,353,303,958,1059,1703,1885
Feature09589,122,78,151,178,400,392,739,707
Feature09590,31,19,29,28,96,90,122,110
Feature09591,1,0,0,0,2,1,0,1
Feature09592,0,0,0,0,0,0,3,4
Feature09593,144,95,106,99,573,542,683,726
Feature09594,111,94,64,71,368,372,308,391
Feature09595,80,65,198,227,243,203,795,666
Feature09596,0,0,0,0,0,0,0,0
Feature09597,28,19,39,41,131,104,224,247
Feature09598,0,0,0,0,0,0,0,0
Feature09599,48,43,46,46,149,195,300,222
Feature09600,548,575,1295,1317,2121,1826,6382,5634
Feature09601,22,30,29,46,91,71,190,125
Feature09602,197,195,230,239,616,584,1253,1396
Feature09603,204,199,189,177,606,689,770,773
Feature09604,14,5,13,9,24,26,40,39
Feature09605,276,196,95,90,1008,997,703,757
Feature09606,131,84,258,290,422,387,1100,685
Feature09607,320,321,216,198,930,983,925,938
Feature09608,455,387,463,421,1647,1582,2138,2453
Feature09609,11335,9048,8235,7581,36464,41362,43451,48415
Feature09610,24,22,23,21,86,94,114,94
Feature09611,49,38,41,45,236,191,426,345
Feature09612,136,144,80,65,511,499,314,353
Feature09613,7,0,6,3,23,18,0,6
Feature09614,3,4,19,15,16,10,61,33
Feature09615,34,27,57,49,116,67,281,223
Feature09616,240,253,176,167,729,768,772,696
Feature09617,83,85,75,79,268,301,370,389
Feature09618,0,0,3,2,0,1,18,23
Feature09619,0,0,0,0,0,0,0,0
Feature09620,3448,2938,1826,1805,11519,11175,8343,9270
Feature09621,2,2,5,5,5,2,28,31
Feature09622,1,0,0,0,3,1,3,6
Feature09623,58,37,60,54,168,153,237,239
Feature09624,412,386,97,116,1067,1078,509,579
Feature09625,102,82,136,154,282,237,527,443
Feature09626,5,6,1,4,5,5,15,11
Feature09627,1,1,6,4,3,5,20,8
Feature09628,42,43,43,32,110,121,159,127
Feature09629,121,92,102,128,571,361,1025,873
Feature09630,1,2,0,2,4,2,6,5
Feature09631,54,43,41,35,128,139,161,158
Feature09632,243,242,466,520,666,592,2240,1799
Feature09633,958,888,1817,1082,6439,3272,6994,3801
Feature09634,186,179,157,152,725,673,858,909
Feature09635,129,117,201,174,377,361,647,530
Feature09636,162,128,150,158,496,464,608,666
Feature09637,5,3,5,4,11,15,18,21
Feature09638,1,0,1,0,0,0,1,1
Feature09639,0,0,0,0,0,0,0,0
Feature09640,0,0,0,0,0,0,0,0
Feature09641,118,64,131,139,342,367,599,583
Feature09642,3,12,28,31,26,19,143,135
Feature09643,0,0,0,0,0,1,0,2
Feature09644,3,0,0,2,1,3,2,3
Feature09645,20,11,1,8,29,26,34,18
Feature09646,13,15,20,25,55,68,149,153
Feature09647,134,100,179,179,381,374,726,670
Feature09648,582,477,513,496,2485,2192,3312,3780
Feature09649,524,434,319,351,1715,1731,1571,1784
Feature09650,63,42,105,96,168,121,356,274
Feature09651,2,0,1,2,0,2,10,12
Feature09652,0,0,0,0,0,0,0,0
Feature09653,0,0,1,0,1,0,1,1
Feature09654,369,399,273,300,1155,1208,1434,1482
Feature09655,38,18,24,40,133,101,160,193
Feature09656,0,1,2,1,10,4,6,3
Feature09657,308,276,289,247,876,946,1150,1064
Feature09658,136,116,103,88,452,498,540,645
Feature09659,3,2,3,0,10,7,15,14
Feature09660,527,374,371,393,1826,1891,2240,2668
Feature09661,15,11,13,18,43,48,123,92
Feature09662,39,31,86,63,100,103,214,213
Feature09663,99,111,165,217,342,260,821,782
Feature09664,257,269,240,196,697,773,852,801
Feature09665,8,9,7,10,32,22,56,50
Feature09666,7,7,26,14,40,37,129,101
Feature09667,509,440,615,629,1666,1654,2748,2930
Feature09668,1357,1129,964,930,4147,4587,4453,4746
Feature09669,738,570,268,258,2355,2477,1105,1248
Feature09670,40,32,14,15,152,128,63,87
Feature09671,29,23,13,21,73,71,58,68
Feature09672,140,104,110,126,540,411,527,600
Feature09673,20,15,16,19,93,77,143,110
Feature09674,21,21,24,18,79,81,82,92
Feature09675,42,42,24,26,150,116,105,84
Feature09676,139,137,128,136,530,439,731,794
Feature09677,167,158,223,244,504,491,900,842
Feature09678,14,13,20,26,73,62,147,88
Feature09679,1,3,0,2,3,2,4,2
Feature09680,0,0,0,0,0,0,0,0
Feature09681,366,311,225,201,1251,1405,1128,1411
Feature09682,0,0,0,0,0,0,0,0
Feature09683,112,96,113,112,279,296,416,329
Feature09684,157,141,123,134,625,562,919,867
Feature09685,47,29,41,57,132,113,166,174
Feature09686,37,51,54,73,156,124,315,336
Feature09687,1316,1326,1377,1284,3310,3544,4946,4116
Feature09688,232,180,352,375,768,646,1607,1537
Feature09689,56,54,74,110,250,235,494,501
Feature09690,0,1,1,1,2,3,7,4
Feature09691,37,36,24,21,145,137,142,165
Feature09692,10,11,7,10,32,28,59,56
Feature09693,14722,10985,11396,10580,58583,59498,81678,87550
Feature09694,852,716,778,732,2255,2441,3473,2973
Feature09695,21,23,53,56,97,81,233,188
Feature09696,0,0,0,0,1,0,0,0
Feature09697,62,47,44,53,156,191,249,249
Feature09698,0,0,0,0,0,0,0,0
Feature09699,0,0,0,0,1,0,0,0
Feature09700,81,90,124,104,361,277,496,396
Feature09701,642,531,735,740,2589,2201,3838,4386
Feature09702,0,0,0,0,0,0,0,0
Feature09703,0,0,0,0,0,0,0,0
Feature09704,1154,1052,1869,2055,3558,3321,6493,6773
Feature09705,321,259,161,175,849,843,769,744
Feature09706,328,295,201,241,1192,1202,1172,1231
Feature09707,2,1,1,0,0,0,0,1
Feature09708,4,7,28,39,33,13,125,117
Feature09709,4,1,1,0,5,5,15,10
Feature09710,47,35,83,87,157,135,396,362
Feature09711,1149,1155,1139,1182,3392,3861,4490,4221
Feature09712,2,2,1,1,10,9,10,7
Feature09713,0,0,0,0,0,0,0,0
Feature09714,7,10,22,14,32,11,81,52
Feature09715,617,571,288,279,2461,2359,1331,1548
Feature09716,316,272,267,283,858,967,1143,1405
Feature09717,95,57,37,30,314,375,224,269
Feature09718,11,2,5,4,9,18,15,23
Feature09719,1812,1354,717,689,6107,6243,3201,3474
Feature09720,0,0,0,0,0,0,0,0
Feature09721,0,4,17,5,25,10,59,31
Feature09722,208,157,81,97,739,800,525,544
Feature09723,176,131,119,99,675,696,666,741
Feature09724,451,439,276,316,1268,1259,1294,1158
Feature09725,0,0,0,0,0,0,0,0
Feature09726,1,0,0,0,0,0,0,0
Feature09727,763,645,1566,1795,3067,2390,6268,5960
Feature09728,436,461,507,470,1301,1213,1827,1548
Feature09729,67,44,130,147,173,131,473,455
Feature09730,129,101,70,96,349,381,354,421
Feature09731,355,331,264,347,1193,1144,1505,1441
Feature09732,130,92,315,305,490,372,1090,1022
Feature09733,196,134,216,185,561,607,968,878
Feature09734,0,0,0,0,0,0,0,0
Feature09735,6,7,12,15,18,23,28,34
Feature09736,0,0,0,0,0,0,0,0
Feature09737,90,55,117,108,275,288,505,514
Feature09738,0,0,0,0,0,0,0,0
Feature09739,74,70,118,91,198,186,479,362
Feature09740,388,333,495,533,1357,1173,2091,2184
Feature09741,0,0,0,0,0,0,0,0
Feature09742,141,101,180,185,511,428,571,627
Feature09743,304,218,74,71,875,957,314,418
Feature09744,1,1,0,0,2,4,1,3
Feature09745,119,84,108,83,361,393,516,560
Feature09746,0,0,2,2,1,2,4,11
Feature09747,5,4,14,12,25,20,117,89
Feature09748,1317,1139,644,739,3983,4340,3289,3459
Feature09749,553,484,565,605,1797,1804,3238,3040
Feature09750,321,308,287,256,871,887,1104,875
Feature09751,69,55,75,73,256,239,305,354
Feature09752,102,89,396,424,610,408,2362,2032
Feature09753,191,205,134,131,621,562,616,575
Feature09754,90,48,66,73,271,262,320,286
Feature09755,0,1,0,0,0,1,0,0
Feature09756,9,17,13,21,47,42,55,67
Feature09757,18,15,6,1,32,62,63,55
Feature09758,0,0,0,0,0,0,8,2
Feature09759,73,65,76,92,317,323,409,484
Feature09760,2,2,2,2,10,3,8,22
Feature09761,3,2,5,1,19,24,27,31
Feature09762,953,775,800,849,3586,3432,5182,5212
Feature09763,17,21,25,15,39,40,53,69
Feature09764,0,0,0,0,0,0,0,0
Feature09765,207,188,161,136,976,912,853,934
Feature09766,34,14,17,24,38,64,34,36
Feature09767,0,0,0,0,0,0,0,0
Feature09768,13,7,4,9,21,11,30,32
Feature09769,0,0,0,0,0,0,0,0
Feature09770,0,0,0,0,0,0,0,0
Feature09771,4,10,14,18,27,15,91,85
Feature09772,12,23,17,23,50,58,122,136
Feature09773,147,130,211,200,475,481,1024,862
Feature09774,471,441,499,486,1564,1528,2342,1969
Feature09775,39,32,10,11,100,111,47,43
Feature09776,1,4,1,2,11,10,8,9
Feature09777,0,0,0,0,0,0,0,0
Feature09778,54,54,116,127,201,191,668,675
Feature09779,7,3,6,8,4,2,31,38
Feature09780,55,45,99,71,196,185,423,432
Feature09781,6,11,15,23,21,24,108,88
Feature09782,113,112,158,159,365,349,705,624
Feature09783,9,13,14,12,37,31,72,74
Feature09784,0,0,0,0,0,0,0,0
Feature09785,3,1,4,2,8,10,11,4
Feature09786,10,9,10,23,29,38,32,45
Feature09787,83,52,28,38,235,235,234,219
Feature09788,0,0,0,0,0,0,0,0
Feature09789,0,0,0,1,1,0,0,1
Feature09790,66,45,89,111,169,192,295,347
Feature09791,140,154,164,207,413,395,771,700
Feature09792,123,91,87,84,308,268,285,318
Feature09793,11,14,20,13,25,26,57,57
Feature09794,0,0,0,0,0,0,0,0
Feature09795,130,135,259,254,525,388,1582,1160
Feature09796,946,784,803,933,2966,2904,3425,3429
Feature09797,8,12,18,13,40,35,49,50
Feature09798,57,73,83,91,124,169,275,218
Feature09799,0,0,0,0,0,0,0,0
Feature09800,0,0,0,0,0,0,0,0
Feature09801,2,2,2,8,15,11,31,21
Feature09802,50,35,69,74,218,206,424,373
Feature09803,0,0,1,0,2,1,0,1
Feature09804,368,334,302,341,1338,1244,1674,1642
Feature09805,38,22,16,20,82,107,91,79
Feature09806,0,0,0,0,0,0,0,0
Feature09807,0,0,2,1,0,4,6,1
Feature09808,1,2,0,2,8,7,3,4
Feature09809,0,0,0,0,0,0,0,1
Feature09810,0,0,1,0,0,0,0,1
Feature09811,238,184,60,73,843,917,511,496
Feature09812,32,33,23,18,132,114,116,115
Feature09813,677,641,773,833,2077,1946,3491,3282
Feature09814,2072,2029,1960,2023,6172,6395,7544,7246
Feature09815,178,134,174,161,635,681,1066,1036
Feature09816,676,472,1380,1380,2635,2102,7904,7322
Feature09817,44,53,52,59,191,202,392,382
Feature09818,34,25,65,62,82,95,153,119
Feature09819,1451,1324,2027,2038,4360,3898,6945,6467
Feature09820,0,0,1,2,2,2,0,1
Feature09821,22,8,13,18,40,46,43,62
Feature09822,1397,1370,767,856,4622,4375,3599,3754
Feature09823,83,114,109,113,281,302,427,400
Feature09824,0,0,0,0,2,3,4,4
Feature09825,1383,1028,1759,1872,4732,4294,8597,9016
Feature09826,94,64,99,101,281,220,337,393
Feature09827,56,34,56,55,161,161,285,282
Feature09828,16,11,6,10,48,51,39,42
Feature09829,0,0,1,0,1,1,5,0
Feature09830,430,343,318,258,1796,1849,2271,2417
Feature09831,117,116,111,110,506,595,672,626
Feature09832,19,19,7,4,34,53,29,35
Feature09833,1,1,1,0,1,5,6,4
Feature09834,227,201,260,268,795,769,1127,1143
Feature09835,4,1,2,0,8,3,17,15
Feature09836,0,0,0,0,0,0,0,0
Feature09837,0,0,0,0,0,0,0,0
Feature09838,2,0,1,2,0,0,7,7
Feature09839,1,1,0,1,4,5,0,0
Feature09840,0,0,0,0,0,0,0,0
Feature09841,217,155,153,145,731,707,800,886
Feature09842,0,0,0,0,1,0,0,0
Feature09843,930,820,818,854,2831,2963,3498,3325
Feature09844,8,2,3,2,6,5,10,18
Feature09845,0,0,0,0,0,0,0,0
Feature09846,55,54,130,132,191,139,634,597
Feature09847,479,452,431,434,1394,1518,1979,1626
Feature09848,9,6,14,6,22,30,59,45
Feature09849,79,73,100,106,251,241,445,316
Feature09850,0,0,0,0,0,0,0,0
Feature09851,195,109,278,413,583,214,1879,637
Feature09852,435,290,240,231,1608,1350,1230,1580
Feature09853,56,34,88,119,186,130,862,477
Feature09854,34,28,54,45,101,75,312,238
Feature09855,0,0,0,0,0,0,0,0
Feature09856,0,0,0,0,0,0,0,0
Feature09857,1,0,1,0,2,1,2,3
Feature09858,187,147,275,297,838,623,1684,1555
Feature09859,753,642,655,689,2636,2459,2953,3446
Feature09860,516,458,716,761,1742,1629,3152,2999
Feature09861,421,386,485,574,1842,1769,2666,2852
Feature09862,0,0,0,0,0,0,0,0
Feature09863,44,28,32,50,159,148,207,192
Feature09864,0,0,0,0,0,0,0,0
Feature09865,2,0,5,3,3,0,18,13
Feature09866,0,0,0,0,0,0,2,1
Feature09867,0,0,0,0,0,0,0,0
Feature09868,217,184,236,243,558,563,800,765
Feature09869,0,0,0,0,0,0,0,0
Feature09870,103,83,70,85,341,374,332,333
Feature09871,74,58,58,81,197,209,287,205
Feature09872,0,0,0,0,0,0,0,0
Feature09873,28,22,14,27,46,53,123,111
Feature09874,231,193,222,213,607,608,1004,882
Feature09875,0,0,0,0,0,0,0,0
Feature09876,144,87,266,324,580,376,1582,1449
Feature09877,0,0,0,0,0,0,0,0
Feature09878,1,2,6,6,12,4,38,26
Feature09879,28,27,81,85,150,108,548,365
Feature09880,3,1,2,1,4,6,10,8
Feature09881,383,299,316,305,1286,1390,1479,1565
Feature09882,76,74,49,34,236,168,168,154
Feature09883,0,6,4,4,20,12,24,12
Feature09884,5,7,1,2,9,14,7,13
Feature09885,3,2,1,0,13,7,23,15
Feature09886,70,80,74,84,201,276,300,270
Feature09887,0,0,0,0,0,0,0,0
Feature09888,0,0,0,0,0,0,0,0
Feature09889,2736,2358,1883,1803,9220,10029,9303,11122
Feature09890,46,57,78,78,169,191,327,284
Feature09891,221,154,166,158,813,843,710,880
Feature09892,1909,1850,2585,2769,5476,4870,9026,6875
Feature09893,1,2,1,0,2,1,6,7
Feature09894,127,107,148,101,501,472,676,693
Feature09895,34,29,42,36,53,80,219,222
Feature09896,58,83,41,37,190,184,257,240
Feature09897,458,377,463,480,1452,1489,2073,1952
Feature09898,16,18,16,15,37,45,72,53
Feature09899,5,5,5,3,25,24,63,45
Feature09900,50,48,64,84,199,192,335,299
Feature09901,31,31,37,34,121,114,207,199
Feature09902,82,85,169,195,381,268,846,877
Feature09903,397,383,295,355,1401,1317,1616,1609
Feature09904,76,91,87,46,221,297,348,275
Feature09905,936,764,780,849,3288,3286,3608,3612
Feature09906,0,0,0,0,0,0,0,0
Feature09907,0,0,1,1,2,1,25,8
Feature09908,23,15,17,24,63,79,95,107
Feature09909,306,201,313,377,758,912,989,1177
Feature09910,1116,1106,865,947,3560,3614,4807,4308
Feature09911,884,776,772,771,3006,2992,3682,4091
Feature09912,14,14,19,17,55,62,63,62
Feature09913,269,227,241,237,965,948,1034,1079
Feature09914,188,141,175,204,540,460,815,803
Feature09915,93,59,111,117,270,312,455,434
Feature09916,681,495,645,710,2412,2090,2799,2865
Feature09917,35,27,75,73,156,132,258,242
Feature09918,363,395,391,399,1242,1267,1781,1655
Feature09919,0,0,0,0,0,0,0,0
Feature09920,506,470,608,633,1920,1658,2400,2454
Feature09921,0,0,0,0,0,0,0,0
Feature09922,377,300,347,309,1367,1359,1696,1572
Feature09923,0,0,0,0,0,0,0,1
Feature09924,0,0,0,0,0,0,0,0
Feature09925,354,345,453,442,878,831,1775,1301
Feature09926,217,148,167,173,650,651,780,872
Feature09927,130,85,136,173,486,433,771,692
Feature09928,23,23,19,23,106,111,137,135
Feature09929,176,157,213,200,453,482,865,792
Feature09930,151,141,98,99,502,516,572,525
Feature09931,14,11,40,30,79,51,268,272
Feature09932,34,26,23,28,143,155,104,148
Feature09933,45,42,33,44,117,138,165,150
Feature09934,1,0,0,1,8,9,22,10
Feature09935,27,30,67,52,167,44,233,96
Feature09936,8,2,4,2,11,13,10,15
Feature09937,8,20,19,18,67,64,100,97
Feature09938,1032,850,293,286,3258,3094,1354,1766
Feature09939,0,0,0,0,0,0,0,0
Feature09940,600,447,526,502,2350,2151,2768,2770
Feature09941,0,0,0,0,0,0,0,0
Feature09942,601,527,829,858,1759,1646,3134,2961
Feature09943,266,292,296,305,1135,1113,1619,1566
Feature09944,4,1,29,34,27,8,86,28
Feature09945,12,11,15,22,55,42,147,82
Feature09946,467,353,618,659,1679,1554,2489,2524
Feature09947,83,47,70,58,228,251,250,307
Feature09948,1849,1445,1997,2129,7526,7176,10157,10926
Feature09949,91,41,107,104,260,186,620,530
Feature09950,1377,1312,1071,1000,3972,4290,4202,4171
Feature09951,2,1,4,6,13,2,20,16
Feature09952,108,97,42,47,400,502,194,220
Feature09953,245,172,328,343,683,683,1556,1470
Feature09954,0,0,0,0,0,0,0,0
Feature09955,0,0,0,0,0,0,0,1
Feature09956,1,0,2,0,0,0,1,3
Feature09957,28,21,58,73,100,61,201,96
Feature09958,234,230,206,190,692,694,865,816
Feature09959,260,192,244,226,810,971,914,1036
Feature09960,0,0,0,0,0,0,0,0
Feature09961,248,225,348,382,741,685,1205,1047
Feature09962,111,117,78,73,315,364,285,305
Feature09963,39,25,30,41,150,103,152,153
Feature09964,0,0,0,0,0,0,0,0
Feature09965,65,45,45,57,182,250,241,280
Feature09966,201,206,357,261,500,628,1078,960
Feature09967,244,220,295,259,685,886,1213,1085
Feature09968,281,274,197,190,879,1136,753,764
Feature09969,87,79,136,175,284,251,817,579
Feature09970,229,199,195,187,708,686,778,785
Feature09971,224,177,132,130,679,652,615,609
Feature09972,630,443,392,396,1974,1974,1911,2272
Feature09973,101,87,75,69,444,423,583,567
Feature09974,0,0,0,0,0,0,0,0
Feature09975,65,54,53,48,226,212,288,330
Feature09976,0,0,0,0,0,0,0,0
Feature09977,0,0,0,0,0,0,0,0
Feature09978,63,52,175,212,180,136,815,818
Feature09979,31,31,25,35,106,77,233,114
Feature09980,1,1,2,2,14,13,5,10
Feature09981,114,121,149,129,419,375,580,564
Feature09982,1618,1462,1773,1857,5860,5107,7262,7836
Feature09983,40,40,64,58,146,139,250,234
Feature09984,113,93,94,92,430,415,479,524
Feature09985,69,95,91,94,230,225,384,304
Feature09986,185,188,182,212,593,583,915,857
Feature09987,102,111,68,104,390,398,421,440
Feature09988,0,0,0,0,1,0,1,0
Feature09989,2241,2104,1978,1979,6855,7207,9251,8911
Feature09990,290,213,279,324,1003,1025,1400,1386
Feature09991,0,0,0,0,1,0,0,1
Feature09992,74,71,17,16,326,310,192,182
Feature09993,345,256,472,575,1219,1172,2291,2298
Feature09994,27,25,26,31,67,85,135,110
Feature09995,1008,985,941,878,2780,3301,3705,3494
Feature09996,22,25,34,35,98,76,167,152
Feature09997,46,35,51,49,125,122,191,182
Feature09998,51,38,57,77,146,161,348,339
Feature09999,3,3,7,5,5,11,22,9
Feature10000,155,178,390,299,389,421,1232,863
Feature10001,0,0,0,0,0,0,0,0
Feature10002,262,200,356,378,955,856,1970,1924
Feature10003,190,170,104,106,527,496,469,406
Feature10004,57,60,317,356,233,99,1926,1899
Feature10005,423,461,572,624,1228,1314,1849,1783
Feature10006,307,263,519,513,1220,1197,3368,3612
Feature10007,7,9,12,9,47,50,98,92
Feature10008,0,0,0,0,0,0,0,0
Feature10009,45,37,46,50,124,103,210,158
Feature10010,0,0,0,0,1,0,0,0
Feature10011,55,45,65,55,128,120,274,245
Feature10012,311,257,580,748,1155,835,3156,2235
Feature10013,1,0,0,0,0,1,4,1
Feature10014,304,311,303,357,982,958,1491,1396
Feature10015,0,0,0,0,0,0,0,0
Feature10016,18,23,32,23,105,90,149,122
Feature10017,99,94,104,131,326,269,434,418
Feature10018,44,47,58,85,130,114,217,211
Feature10019,5,5,10,4,15,14,19,12
Feature10020,1,1,12,8,8,2,52,56
Feature10021,19,11,19,19,58,78,88,109
Feature10022,314,257,249,259,967,1059,1016,1189
Feature10023,57,39,51,60,163,140,258,262
Feature10024,193,147,57,62,536,579,321,385
Feature10025,57,37,53,36,131,158,268,225
Feature10026,208,180,305,326,751,694,1144,1109
Feature10027,146,152,150,160,465,513,631,683
Feature10028,7,3,12,9,17,22,65,47
Feature10029,0,0,1,0,7,5,3,8
Feature10030,228,238,185,172,705,708,846,785
Feature10031,400,421,681,661,1347,1206,2538,2439
Feature10032,70,50,73,77,258,194,318,362
Feature10033,0,0,0,0,0,0,1,0
Feature10034,4,4,10,6,16,19,59,38
Feature10035,906,827,939,959,2811,2762,3842,3640
Feature10036,111,100,90,125,410,472,420,482
Feature10037,1513,1388,843,937,4493,4544,3952,3815
Feature10038,9,6,16,12,69,48,114,92
Feature10039,0,0,0,0,1,5,1,3
Feature10040,110,113,80,79,435,403,311,400
Feature10041,3,1,7,13,4,2,37,14
Feature10042,4,2,4,2,11,15,36,35
Feature10043,96,72,86,83,351,361,351,333
Feature10044,0,0,0,0,0,0,0,0
Feature10045,0,0,0,0,0,0,0,0
Feature10046,49,43,42,40,219,184,226,232
Feature10047,13,21,34,31,61,36,142,144
Feature10048,56,55,45,44,150,149,170,185
Feature10049,927,890,929,888,2439,2760,4405,4394
Feature10050,159,138,187,236,500,534,830,738
Feature10051,91,72,88,87,235,251,440,377
Feature10052,447,400,267,293,1695,1699,1485,1594
Feature10053,17,7,3,3,24,32,17,17
Feature10054,176,192,178,177,588,711,863,781
Feature10055,69,48,124,124,162,175,567,451
Feature10056,257,237,390,388,964,862,1911,1474
Feature10057,6,14,14,11,21,13,46,39
Feature10058,249,186,200,202,717,850,904,876
Feature10059,130,150,77,88,347,460,328,359
Feature10060,183,156,299,350,640,591,1353,1404
Feature10061,0,0,2,0,0,0,2,4
Feature10062,31,28,55,54,154,94,351,319
Feature10063,11,2,10,9,27,20,20,27
Feature10064,343,296,389,410,1064,1019,1694,1559
Feature10065,386,373,347,375,1445,1501,1881,1748
Feature10066,206,186,156,150,602,581,658,622
Feature10067,0,0,0,0,0,0,0,0
Feature10068,574,474,1184,1446,2083,1849,4567,4617
